LAYER,MAP_NAME,<span_styl,<span_sty1,<span_sty2,<span_sty3,<span_sty4,<span_sty5,<span_sty6,Average,<span_sty8,<span_sty9,<span_st10,CLOSED,BORDER_STY,BORDER_COL,BORDER_WID,FILL_STYLE,Table_No,Module_No,Latitude,Longitude,Min_Temp,Max_Temp,photo,filename,directory,altitude,direction,rotation,longitude_,latitude_2,timestamp,n,distance,feature_x,feature_y,nearest_x,nearest_y
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T96,"(1, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51201,28.43593,42.08,35.52,47.49,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43593_-15_51201_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T96,"(1, 6)",-15.51464842,28.43592608,35.52,47.49,E:\AT\Zambia_RGB\DJI_20231015105127_0797_W.JPG,DJI_20231015105127_0797_W,E:\AT\Zambia_RGB,1359.98,,0,28.43592692,-15.51463417,51:27.0,1,1.266788013,654011.3729,-1715765.674,654011.3719,-1715764.407
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T194,"(10, 12)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51129,28.43446,46.4,40.58,50.9,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43446_-15_51129_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T194,"(10, 12)",-15.51393511,28.43444473,40.58,50.9,E:\AT\Zambia_RGB\DJI_20231014103234_0376_W.JPG,DJI_20231014103234_0376_W,E:\AT\Zambia_RGB,1355.75,,0,28.43444425,-15.51392397,32:34.0,1,0.923035883,653852.8458,-1715685.689,653852.845,-1715684.766
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T196,"(5, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51127,28.43415,44.18,38.29,46.99,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43415_-15_51127_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T196,"(5, 15)",-15.51390937,28.43413583,38.29,46.99,E:\AT\Zambia_RGB\DJI_20231014103256_0387_W.JPG,DJI_20231014103256_0387_W,E:\AT\Zambia_RGB,1355.64,,0,28.43413439,-15.51392372,32:56.0,1,1.276957456,653819.6037,-1715683.238,653819.6047,-1715684.515
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T155,"(5, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51152,28.43509,47.45,41.3,52.35,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43509_-15_51152_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T155,"(5, 7)",-15.51416039,28.43507528,41.3,52.35,E:\AT\Zambia_RGB\DJI_20231014120842_0627_W.JPG,DJI_20231014120842_0627_W,E:\AT\Zambia_RGB,1367.95,,0,28.43508208,-15.51417781,08:42.0,1,1.625404697,653920.974,-1715711.686,653921.0807,-1715713.308
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T152,"(3, 2)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51151,28.43452,49.9,44.6,54.91,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43452_-15_51151_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T152,"(3, 2)",-15.51415343,28.43450501,44.6,54.91,E:\AT\Zambia_RGB\DJI_20231014120800_0606_W.JPG,DJI_20231014120800_0606_W,E:\AT\Zambia_RGB,1368.01,,0,28.43449347,-15.51417739,08:00.0,1,2.419475877,653858.5831,-1715710.507,653857.9376,-1715712.839
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T138,"(12, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51164,28.4357,51.94,42.99,55.45,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43570_-15_51164_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T138,"(12, 1)",-15.51428227,28.43569389,42.99,55.45,E:\AT\Zambia_RGB\DJI_20231015093806_0434_W.JPG,DJI_20231015093806_0434_W,E:\AT\Zambia_RGB,1361.12,,0,28.43569881,-15.514279,38:06.0,1,0.048636016,653987.1647,-1715724.996,653987.1647,-1715724.947
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T161,"(1, 4)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5114,28.43591,50.31,41.04,56.22,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43591_-15_51140_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T161,"(1, 4)",-15.51404689,28.43589642,41.04,56.22,E:\AT\Zambia_RGB\DJI_20231014105516_0168_W.JPG,DJI_20231014105516_0168_W,E:\AT\Zambia_RGB,1355.32,,0,28.43589953,-15.51402511,55:16.0,1,2.09707668,654008.8873,-1715699.099,654008.8856,-1715697.002
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T172,"(11, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51147,28.43413,48.55,43.29,54.21,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43413_-15_51147_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T172,"(11, 13)",-15.51411507,28.43411492,43.29,54.21,E:\AT\Zambia_RGB\DJI_20231014115031_0081_W.JPG,DJI_20231014115031_0081_W,E:\AT\Zambia_RGB,1367.88,,0,28.43411014,-15.51412736,50:31.0,1,1.046971971,653816.8516,-1715705.981,653816.8524,-1715707.028
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T13,"(12, 10)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51259,28.4341,38.43,31.59,41.78,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43410_-15_51259_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T13,"(12, 10)",-15.5152385,28.43408944,31.59,41.78,E:\AT\Zambia_RGB\DJI_20231015135322_0463_W.JPG,DJI_20231015135322_0463_W,E:\AT\Zambia_RGB,1375.87,,0,28.43410275,-15.51524419,53:22.0,1,0.87983308,653814.4169,-1715830.258,653815.2323,-1715830.589
Unknown Area Type,Broken_Glass (1).kml,BLOCK-2,B2/T73,"(5, 4)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51211,28.43591,37.77,32.58,40.6,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-2/28_43591_-15_51211_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B2/T73,"(5, 4)",-15.51475597,28.43590384,32.58,40.6,E:\AT\Zambia_RGB\DJI_20231015111826_0525_W.JPG,DJI_20231015111826_0525_W,E:\AT\Zambia_RGB,1358.19,,0,28.43590492,-15.51473375,18:26.0,1,2.147290363,654008.9397,-1715777.556,654008.938,-1715775.409
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T26,"(4, 3)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51091,28.43572,37.43,32.77,39.39,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43572_-15_51091_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T26,"(4, 3)",-15.51354937,28.43571041,32.77,39.39,E:\AT\Zambia_RGB\DJI_20231014092141_0083_W.JPG,DJI_20231014092141_0083_W,E:\AT\Zambia_RGB,1365.88,,0,28.43570922,-15.51356869,21:41.0,1,1.827546848,653988.8075,-1715644.54,653988.809,-1715646.367
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T25,"(4, 1)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51091,28.43587,37.12,29.62,39.11,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43587_-15_51091_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T25,"(4, 1)",-15.51354829,28.43585886,29.62,39.11,E:\AT\Zambia_RGB\DJI_20231014092151_0088_W.JPG,DJI_20231014092151_0088_W,E:\AT\Zambia_RGB,1365.85,,0,28.43585075,-15.51356889,21:51.0,1,1.982627628,654004.2658,-1715644.527,654003.9913,-1715646.49
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T25,"(6, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51092,28.43594,36.95,33.48,38.41,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43594_-15_51092_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T25,"(6, 7)",-15.51355755,28.4359273,33.48,38.41,E:\AT\Zambia_RGB\DJI_20231014092157_0091_W.JPG,DJI_20231014092157_0091_W,E:\AT\Zambia_RGB,1365.85,,0,28.43593386,-15.51356975,21:57.0,1,1.049147038,654012.8225,-1715645.6,654012.9065,-1715646.645
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T141,"(11, 11)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51009,28.43529,37.48,31.99,43.1,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43529_-15_51009_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T141,"(11, 11)",-15.51272964,28.43528103,31.99,43.1,E:\AT\Zambia_RGB\DJI_20231013094558_0683_W.JPG,DJI_20231013094558_0683_W,E:\AT\Zambia_RGB,1357.64,,0,28.43528089,-15.51270906,45:58.0,1,1.968669938,653943.4982,-1715552.918,653943.4966,-1715550.949
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T136,"(1, 7)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51012,28.43593,43.97,38.81,46.43,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43593_-15_51012_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T136,"(1, 7)",-15.51275554,28.4359226,38.81,46.43,E:\AT\Zambia_RGB\DJI_20231013100324_0277_W.JPG,DJI_20231013100324_0277_W,E:\AT\Zambia_RGB,1357.43,,0,28.43591311,-15.51275864,03:24.0,1,0.410834599,654011.6922,-1715556.864,654011.2821,-1715556.89
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T50,"(1, 4)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51072,28.43573,57.34,49.43,63.97,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43573_-15_51072_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T50,"(1, 4)",-15.51336128,28.43571999,49.43,63.97,E:\AT\Zambia_RGB\DJI_20231013122120_0337_W.JPG,DJI_20231013122120_0337_W,E:\AT\Zambia_RGB,1371.4,,0,28.43570594,-15.51336606,21:20.0,1,0.925463479,653989.5094,-1715623.737,653988.6076,-1715623.945
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(4, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51082,28.43602,35.4,28.13,43.17,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43602_-15_51082_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(4, 14)",-15.51346132,28.43600557,28.13,43.17,E:\AT\Zambia_RGB\DJI_20231014085933_0389_W.JPG,DJI_20231014085933_0389_W,E:\AT\Zambia_RGB,1366.4,,0,28.43601786,-15.51346831,59:33.0,1,0.848529983,654021.2883,-1715635.009,654021.9929,-1715635.482
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(8, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51084,28.43602,36.45,30.13,41,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43602_-15_51084_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(8, 14)",-15.51348371,28.43600575,30.13,41,E:\AT\Zambia_RGB\DJI_20231014085933_0389_W.JPG,DJI_20231014085933_0389_W,E:\AT\Zambia_RGB,1366.4,,0,28.43601786,-15.51346831,59:33.0,1,1.553478316,654021.2899,-1715636.867,654021.9929,-1715635.482
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(10, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51085,28.43602,35.01,27.24,40.8,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43602_-15_51085_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(10, 14)",-15.5134949,28.43600583,27.24,40.8,E:\AT\Zambia_RGB\DJI_20231014090009_0398_W.JPG,DJI_20231014090009_0398_W,E:\AT\Zambia_RGB,1366.35,,0,28.43600753,-15.51351847,00:09.0,1,2.299149987,654020.8452,-1715638.726,654020.8471,-1715641.025
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T45,"(2, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51081,28.4355,33.17,29.59,35.7,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43550_-15_51081_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T45,"(2, 14)",-15.51345382,28.43549132,29.59,35.7,E:\AT\Zambia_RGB\DJI_20231014085855_0370_W.JPG,DJI_20231014085855_0370_W,E:\AT\Zambia_RGB,1366.44,,0,28.43548622,-15.51346853,58:55.0,1,1.313487108,653964.9597,-1715633.811,653964.9608,-1715635.124
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T33,"(2, 5)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5109,28.43455,39.19,32.7,41.59,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43455_-15_51090_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T33,"(2, 5)",-15.51354613,28.43453315,32.7,41.59,E:\AT\Zambia_RGB\DJI_20231014092017_0041_W.JPG,DJI_20231014092017_0041_W,E:\AT\Zambia_RGB,1365.93,,0,28.43453781,-15.51356881,20:17.0,1,2.202437157,653863.1426,-1715643.335,653863.1444,-1715645.537
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T22,"(2, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51098,28.43562,43.21,36.94,46.14,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43562_-15_51098_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T22,"(2, 9)",-15.51362486,28.4356078,36.94,46.14,E:\AT\Zambia_RGB\DJI_20231014092248_0116_W.JPG,DJI_20231014092248_0116_W,E:\AT\Zambia_RGB,1365.9,,0,28.43561931,-15.51362042,22:48.0,1,0.652065581,653978.496,-1715652.198,653979.1247,-1715652.025
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T22,"(4, 9)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51099,28.43562,42.82,36.58,46.9,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43562_-15_51099_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T22,"(4, 9)",-15.51363605,28.43560788,36.58,46.9,E:\AT\Zambia_RGB\DJI_20231014092248_0116_W.JPG,DJI_20231014092248_0116_W,E:\AT\Zambia_RGB,1365.9,,0,28.43561931,-15.51362042,22:48.0,1,1.54486803,653978.497,-1715653.437,653979.1247,-1715652.025
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(10, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51085,28.436,33.67,27.7,35.14,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43600_-15_51085_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(10, 13)",-15.51349499,28.43599449,27.7,35.14,E:\AT\Zambia_RGB\DJI_20231014090009_0398_W.JPG,DJI_20231014090009_0398_W,E:\AT\Zambia_RGB,1366.35,,0,28.43600753,-15.51351847,00:09.0,1,2.424859125,654020.0746,-1715638.727,654020.8471,-1715641.025
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(11, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51086,28.436,33.21,26.38,34.68,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43600_-15_51086_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(11, 13)",-15.51350059,28.43599453,26.38,34.68,E:\AT\Zambia_RGB\DJI_20231014090009_0398_W.JPG,DJI_20231014090009_0398_W,E:\AT\Zambia_RGB,1366.35,,0,28.43600753,-15.51351847,00:09.0,1,1.848098296,654020.0751,-1715639.346,654020.8471,-1715641.025
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(12, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51086,28.43602,34.34,31.64,42.45,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43602_-15_51086_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(12, 14)",-15.5135061,28.43600592,31.64,42.45,E:\AT\Zambia_RGB\DJI_20231014090009_0398_W.JPG,DJI_20231014090009_0398_W,E:\AT\Zambia_RGB,1366.35,,0,28.43600753,-15.51351847,00:09.0,1,1.060367218,654020.8463,-1715639.965,654020.8471,-1715641.025
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(12, 13)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51086,28.436,32.63,29.68,34.18,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43600_-15_51086_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(12, 13)",-15.51350618,28.43599458,29.68,34.18,E:\AT\Zambia_RGB\DJI_20231014090009_0398_W.JPG,DJI_20231014090009_0398_W,E:\AT\Zambia_RGB,1366.35,,0,28.43600753,-15.51351847,00:09.0,1,1.310823686,654020.0756,-1715639.965,654020.8471,-1715641.025
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(10, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51085,28.43603,35.13,29.71,37.21,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43603_-15_51085_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(10, 15)",-15.51349482,28.43601717,29.71,37.21,E:\AT\Zambia_RGB\DJI_20231014085951_0397_W.JPG,DJI_20231014085951_0397_W,E:\AT\Zambia_RGB,1366.36,,0,28.43601233,-15.51351853,59:51.0,1,2.309179084,654021.3607,-1715638.725,654021.3626,-1715641.035
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(8, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51084,28.43603,36.47,30.93,38.21,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43603_-15_51084_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(8, 15)",-15.51348363,28.43601709,30.93,38.21,E:\AT\Zambia_RGB\DJI_20231014085933_0389_W.JPG,DJI_20231014085933_0389_W,E:\AT\Zambia_RGB,1366.4,,0,28.43601786,-15.51346831,59:33.0,1,1.38472367,654021.994,-1715636.867,654021.9929,-1715635.482
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(5, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51082,28.43603,35.69,30.62,37.71,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43603_-15_51082_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(5, 15)",-15.51346683,28.43601696,30.62,37.71,E:\AT\Zambia_RGB\DJI_20231014085933_0389_W.JPG,DJI_20231014085933_0389_W,E:\AT\Zambia_RGB,1366.4,,0,28.43601786,-15.51346831,59:33.0,1,0,654021.9929,-1715635.482,654021.9929,-1715635.482
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(6, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51083,28.43602,33.09,26.78,35.89,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43602_-15_51083_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(6, 14)",-15.51347251,28.43600566,26.78,35.89,E:\AT\Zambia_RGB\DJI_20231014085933_0389_W.JPG,DJI_20231014085933_0389_W,E:\AT\Zambia_RGB,1366.4,,0,28.43601786,-15.51346831,59:33.0,1,0.719123801,654021.2888,-1715635.629,654021.9929,-1715635.482
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(1, 14)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5108,28.43602,34.39,29.84,38.54,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43602_-15_51080_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(1, 14)",-15.51344452,28.43600544,29.84,38.54,E:\AT\Zambia_RGB\DJI_20231014085933_0389_W.JPG,DJI_20231014085933_0389_W,E:\AT\Zambia_RGB,1366.4,,0,28.43601786,-15.51346831,59:33.0,1,2.435625404,654021.2868,-1715633.151,654021.9929,-1715635.482
Unknown Area Type,Broken_Glass (1).kml,BLOCK-3,B3/T48,"(1, 15)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.5108,28.43603,35.82,28.82,41.4,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-3/28_43603_-15_51080_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B3/T48,"(1, 15)",-15.51344444,28.43601678,28.82,41.4,E:\AT\Zambia_RGB\DJI_20231014085933_0389_W.JPG,DJI_20231014085933_0389_W,E:\AT\Zambia_RGB,1366.4,,0,28.43601786,-15.51346831,59:33.0,1,2.331621079,654021.9909,-1715633.15,654021.9929,-1715635.482
Unknown Area Type,Broken_Glass (1).kml,BLOCK-6,B6/T83,"(10, 3)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51018,28.43322,38.84,32.63,41.55,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-6/28_43322_-15_51018_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B6/T83,"(10, 3)",-15.51282523,28.43320553,32.63,41.55,E:\AT\Zambia_RGB\DJI_20231013100711_0391_W.JPG,DJI_20231013100711_0391_W,E:\AT\Zambia_RGB,1357.38,,0,28.43319333,-15.51281006,07:11.0,1,1.541146,653720.1653,-1715562.003,653719.4772,-1715560.624
Unknown Area Type,Broken_Glass (1).kml,BLOCK-6,B6/T83,"(10, 6)",Broken_Glass,Physical Damage or Open Circuit. High Temperature difference compared to other panels,-15.51018,28.43325,38.98,32.62,41.5,<img src= https://datasee-ai-public-assets.s3.ap-south-1.amazonaws.com/2k23/AT/Bangweulu_Power_Plant/images/BLOCK-6/28_43325_-15_51018_Broken_Glass.jpg>,YES,Solid,"RGB(0,0,0)",1,No Fill,B6/T83,"(10, 6)",-15.51282499,28.43323955,32.62,41.5,E:\AT\Zambia_RGB\DJI_20231013100707_0389_W.JPG,DJI_20231013100707_0389_W,E:\AT\Zambia_RGB,1357.39,,0,28.43324747,-15.51281069,07:07.0,1,1.290334747,653725.0323,-1715561.999,653725.2845,-1715560.734
